"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"19.10.2010","132,96","132,96","132,99","132,96","","0,01%"
"20.10.2010","132,88","132,99","133,02","132,86","","-0,06%"
"21.10.2010","132,96","132,98","133,01","132,96","","0,06%"
"22.10.2010","132,80","132,84","132,99","132,80","","-0,12%"
"25.10.2010","132,87","132,82","132,87","132,80","","0,05%"
"26.10.2010","132,83","132,87","132,87","132,81","","-0,03%"
"27.10.2010","132,66","132,83","132,83","132,66","","-0,13%"
"28.10.2010","132,55","132,66","132,66","132,54","","-0,08%"
"29.10.2010","132,54","132,55","132,56","132,52","","-0,01%"
"01.11.2010","132,45","132,55","132,55","132,44","","-0,07%"
"02.11.2010","132,35","132,47","132,47","132,35","","-0,08%"
"03.11.2010","132,42","132,38","132,43","132,38","","0,05%"
"08.11.2010","132,41","132,44","132,44","132,40","","-0,01%"
"09.11.2010","132,41","132,41","132,41","132,39","","0,00%"
"10.11.2010","132,36","132,40","132,40","132,36","","-0,04%"
"11.11.2010","132,36","132,41","132,46","132,33","","0,00%"
"12.11.2010","132,25","132,28","132,32","132,25","","-0,08%"
"13.11.2010","132,00","132,26","132,26","132,00","","-0,19%"
"15.11.2010","132,13","132,06","132,20","132,02","","0,10%"
"16.11.2010","131,71","132,15","132,15","131,71","","-0,32%"
"17.11.2010","131,74","131,78","131,83","131,74","","0,02%"
"18.11.2010","131,76","131,89","131,89","131,70","","0,02%"
"19.11.2010","131,74","131,78","131,79","131,69","","-0,02%"
"22.11.2010","131,69","131,72","131,78","131,69","","-0,04%"
"23.11.2010","131,62","131,68","131,77","131,62","","-0,05%"
"24.11.2010","131,45","131,54","131,55","131,45","","-0,13%"
"25.11.2010","131,65","131,46","131,71","131,46","","0,15%"
"26.11.2010","131,53","131,70","131,70","131,44","","-0,09%"
"29.11.2010","131,22","131,55","131,55","131,22","","-0,24%"
"30.11.2010","131,08","131,29","131,59","131,05","","-0,11%"
"01.12.2010","131,08","131,06","131,17","131,04","","0,00%"
"02.12.2010","131,26","131,12","131,36","131,12","","0,14%"
"03.12.2010","131,41","131,27","131,41","131,26","","0,11%"
"06.12.2010","131,51","131,40","131,52","131,40","","0,08%"
"07.12.2010","131,54","131,50","131,58","131,49","","0,02%"
"08.12.2010","131,42","131,49","131,50","131,42","","-0,09%"
"09.12.2010","131,34","131,44","131,44","131,34","","-0,06%"
"10.12.2010","131,23","131,34","131,36","131,18","","-0,08%"
"13.12.2010","130,26","131,16","131,16","130,26","","-0,74%"
"14.12.2010","130,24","130,28","130,65","130,20","","-0,02%"
"15.12.2010","130,39","130,61","130,71","130,39","","0,12%"
"16.12.2010","130,50","130,42","130,50","130,39","","0,08%"
"17.12.2010","130,62","130,67","130,70","130,54","","0,09%"
"20.12.2010","130,77","130,76","130,96","130,76","","0,11%"
"21.12.2010","130,76","130,83","130,84","130,72","","-0,01%"
"22.12.2010","130,65","130,85","130,85","130,65","","-0,08%"
"23.12.2010","130,52","130,72","130,72","130,52","","-0,10%"
"24.12.2010","130,49","130,61","130,64","130,47","","-0,02%"
"27.12.2010","130,63","130,66","130,81","130,61","","0,11%"
"28.12.2010","130,77","130,76","130,78","130,60","","0,11%"
"29.12.2010","130,83","130,82","130,92","130,77","","0,05%"
"30.12.2010","130,67","130,64","130,70","130,58","","-0,12%"
"11.01.2011","130,53","130,65","130,67","130,52","","-0,11%"
"12.01.2011","130,62","130,53","130,65","130,53","","0,07%"
"13.01.2011","130,75","130,63","130,78","130,63","","0,10%"
"14.01.2011","130,70","130,75","130,75","130,68","","-0,04%"
"17.01.2011","130,74","130,66","130,92","130,66","","0,03%"
"18.01.2011","130,74","130,81","130,85","130,60","","0,00%"
"19.01.2011","130,81","130,69","130,83","130,69","","0,05%"
"20.01.2011","130,67","130,72","130,75","130,67","","-0,11%"
"21.01.2011","130,72","130,57","130,79","130,57","","0,04%"
"24.01.2011","130,57","130,75","130,75","130,56","","-0,11%"
"25.01.2011","130,58","130,55","130,66","130,53","","0,01%"
"26.01.2011","130,33","130,62","130,62","130,33","","-0,19%"
"27.01.2011","130,19","130,38","130,38","130,16","","-0,11%"
"28.01.2011","130,24","130,27","130,29","130,24","","0,04%"
"31.01.2011","130,43","129,28","130,43","129,28","","0,15%"
"01.02.2011","130,49","130,48","130,53","130,48","","0,05%"
"02.02.2011","130,38","130,39","130,40","130,36","","-0,08%"
"03.02.2011","130,50","130,38","130,50","130,38","","0,09%"
"04.02.2011","130,58","130,22","130,58","129,97","","0,06%"
"07.02.2011","130,57","130,60","130,61","130,52","","-0,01%"
"08.02.2011","130,55","130,56","130,56","130,51","","-0,02%"
"09.02.2011","130,68","130,59","130,68","130,59","","0,10%"
"10.02.2011","130,76","130,68","130,76","130,68","","0,06%"
"11.02.2011","130,78","130,71","130,78","130,70","","0,02%"
"14.02.2011","130,76","130,52","130,77","130,50","","-0,02%"
"15.02.2011","130,87","130,77","130,90","130,77","","0,08%"
"16.02.2011","130,90","130,87","130,90","130,86","","0,02%"
"17.02.2011","130,97","130,92","130,98","130,91","","0,05%"
"18.02.2011","130,88","130,99","130,99","130,87","","-0,07%"
"21.02.2011","130,92","130,91","130,95","130,91","","0,03%"
"22.02.2011","130,81","130,88","130,88","130,80","","-0,08%"
"24.02.2011","130,76","130,79","130,81","130,76","","-0,04%"
"25.02.2011","130,72","130,76","130,76","130,70","","-0,03%"
"28.02.2011","130,67","130,45","130,70","130,45","","-0,04%"
"01.03.2011","130,84","130,74","130,85","130,72","","0,13%"
"02.03.2011","130,92","130,87","130,94","130,87","","0,06%"
"03.03.2011","131,11","130,98","131,11","130,98","","0,15%"
"04.03.2011","131,03","131,02","131,08","131,02","","-0,06%"
"05.03.2011","131,06","131,01","131,06","131,01","","0,02%"
"09.03.2011","131,03","131,07","131,08","131,03","","-0,02%"
"10.03.2011","131,00","131,04","131,04","130,97","","-0,02%"
"11.03.2011","130,95","131,01","131,01","130,90","","-0,04%"
"14.03.2011","130,99","130,94","130,99","130,94","","0,03%"
"15.03.2011","131,05","131,12","131,13","131,05","","0,05%"
"16.03.2011","131,05","130,92","131,05","130,88","","0,00%"
"17.03.2011","131,23","131,12","131,24","131,12","","0,14%"
"18.03.2011","131,40","131,23","131,42","131,23","","0,13%"
"21.03.2011","131,46","131,44","131,47","131,42","","0,05%"
"22.03.2011","131,55","131,44","131,56","131,44","","0,07%"
"23.03.2011","131,50","131,53","131,54","131,42","","-0,04%"
"24.03.2011","131,50","131,50","131,52","131,48","","0,00%"
"25.03.2011","131,57","131,41","131,57","131,41","","0,05%"
"28.03.2011","131,66","131,64","131,70","131,62","","0,07%"
"29.03.2011","131,66","131,67","131,71","131,66","","0,00%"
"30.03.2011","131,73","131,66","131,73","131,66","","0,05%"
"31.03.2011","131,86","131,84","131,87","131,62","","0,10%"
"01.04.2011","132,07","131,86","132,07","131,72","","0,16%"
"04.04.2011","132,33","132,09","132,33","132,06","","0,20%"
"05.04.2011","132,39","132,35","132,39","132,22","","0,05%"
"06.04.2011","132,48","132,40","132,48","132,33","","0,07%"
"07.04.2011","132,62","132,47","132,62","132,46","","0,11%"
"08.04.2011","132,62","132,65","132,65","132,59","","0,00%"
"11.04.2011","132,62","132,65","132,66","132,61","","0,00%"
"12.04.2011","132,52","132,62","132,63","132,52","","-0,08%"
"13.04.2011","132,35","132,52","132,58","132,33","","-0,13%"
"14.04.2011","132,19","132,41","132,41","132,19","","-0,12%"
"15.04.2011","132,30","132,25","132,30","132,23","","0,08%"
"18.04.2011","132,22","132,30","132,31","132,22","","-0,06%"
"19.04.2011","131,97","132,24","132,24","131,81","","-0,19%"
"20.04.2011","132,19","132,11","132,22","132,11","","0,17%"
"21.04.2011","132,12","132,08","132,17","132,08","","-0,05%"
"22.04.2011","132,14","131,95","132,15","131,93","","0,02%"
"25.04.2011","132,20","132,05","132,20","132,07","","0,05%"
"26.04.2011","132,18","132,26","132,33","132,17","","-0,02%"
"27.04.2011","132,08","132,22","132,22","132,06","","-0,08%"
"28.04.2011","132,20","132,14","132,24","132,13","","0,09%"
"29.04.2011","132,07","132,20","132,20","132,06","","-0,10%"
"03.05.2011","131,92","132,06","132,06","131,90","","-0,11%"
"04.05.2011","131,90","131,95","132,02","131,89","","-0,02%"
"05.05.2011","131,71","131,93","131,93","131,71","","-0,14%"
"06.05.2011","131,64","131,71","131,75","131,59","","-0,05%"
"10.05.2011","131,62","131,65","131,66","131,59","","-0,02%"
"11.05.2011","131,68","131,64","131,69","131,63","","0,05%"
"12.05.2011","131,58","131,66","131,70","131,58","","-0,08%"
"13.05.2011","131,52","131,60","131,62","131,51","","-0,05%"
"16.05.2011","131,47","131,54","131,59","131,46","","-0,04%"
"17.05.2011","131,38","131,52","131,54","131,38","","-0,07%"
"18.05.2011","131,44","131,35","131,44","131,35","","0,05%"
"19.05.2011","131,53","131,45","131,55","131,45","","0,07%"
"20.05.2011","131,55","131,55","131,67","131,55","","0,02%"
"23.05.2011","131,47","131,57","131,57","131,44","","-0,06%"
"24.05.2011","131,48","131,49","131,55","131,46","","0,01%"
"25.05.2011","131,41","131,48","131,48","131,39","","-0,05%"
"26.05.2011","131,50","131,41","131,52","131,41","","0,07%"
"27.05.2011","131,48","131,48","131,49","131,44","","-0,02%"
"30.05.2011","131,36","131,49","131,49","131,36","","-0,09%"
"31.05.2011","131,37","131,20","131,37","131,20","","0,01%"
"01.06.2011","131,53","131,39","131,53","131,39","","0,12%"
"02.06.2011","131,44","131,53","131,54","131,42","","-0,07%"
"03.06.2011","131,56","131,49","131,59","131,53","","0,09%"
"06.06.2011","131,58","131,51","131,61","131,51","","0,02%"
"07.06.2011","131,66","131,58","131,66","131,58","","0,06%"
"08.06.2011","131,60","131,80","131,80","131,59","","-0,05%"
"09.06.2011","131,75","131,64","131,76","131,64","","0,11%"
"10.06.2011","131,79","131,81","131,84","131,77","","0,03%"
"14.06.2011","131,86","131,79","131,86","131,79","","0,05%"
"15.06.2011","131,79","131,87","131,87","131,77","","-0,05%"
"16.06.2011","131,63","131,72","131,73","131,61","","-0,12%"
"17.06.2011","131,62","131,67","131,67","131,60","","-0,01%"
"20.06.2011","131,53","131,63","131,63","131,53","","-0,07%"
"21.06.2011","131,60","131,50","131,61","131,50","","0,05%"
"22.06.2011","131,63","131,63","131,66","131,62","","0,02%"
"23.06.2011","131,55","131,54","131,65","131,51","","-0,06%"
"24.06.2011","131,57","131,53","131,57","131,52","","0,02%"
"27.06.2011","131,50","131,49","131,50","131,48","","-0,05%"
"28.06.2011","131,67","131,52","131,67","131,49","","0,13%"
"29.06.2011","131,78","131,67","131,78","131,57","","0,08%"
"30.06.2011","131,90","131,80","131,91","131,78","","0,09%"
"01.07.2011","132,19","131,85","132,19","131,85","","0,22%"
"04.07.2011","132,27","132,19","132,27","132,18","","0,06%"
"05.07.2011","132,29","132,18","132,29","132,15","","0,02%"
"06.07.2011","132,50","132,39","132,50","132,33","","0,16%"
"07.07.2011","132,74","132,53","132,74","132,53","","0,18%"
"08.07.2011","133,03","132,98","133,16","132,94","","0,22%"
"11.07.2011","132,62","133,04","133,04","132,62","","-0,31%"
"12.07.2011","132,46","132,69","132,88","132,32","","-0,12%"
"13.07.2011","132,63","132,53","132,68","132,53","","0,13%"
"14.07.2011","132,74","132,64","132,76","132,64","","0,08%"
"15.07.2011","132,78","132,78","132,78","132,64","","0,03%"
"18.07.2011","132,80","132,78","132,80","132,78","","0,02%"
"19.07.2011","132,83","132,58","132,91","132,58","","0,02%"
"20.07.2011","132,86","132,80","132,87","132,76","","0,02%"
"21.07.2011","132,81","132,89","132,89","132,73","","-0,04%"
"22.07.2011","132,89","132,79","132,93","132,79","","0,06%"
"25.07.2011","132,97","132,91","133,01","132,91","","0,06%"
"26.07.2011","133,00","133,06","133,06","132,91","","0,02%"
"27.07.2011","132,98","132,89","132,98","132,85","","-0,02%"
"28.07.2011","132,92","133,04","133,04","132,89","","-0,05%"
"29.07.2011","133,03","132,98","133,03","132,95","","0,08%"
"01.08.2011","133,29","133,08","133,29","133,07","","0,20%"
"02.08.2011","133,46","133,25","133,63","133,25","","0,13%"
"03.08.2011","133,49","133,39","133,51","133,27","","0,02%"
"04.08.2011","133,13","133,41","133,45","133,10","","-0,27%"
"05.08.2011","132,46","133,25","133,25","131,91","","-0,50%"
"08.08.2011","132,28","132,48","132,56","132,28","","-0,14%"
"09.08.2011","130,70","132,45","132,48","130,29","","-1,19%"
"10.08.2011","131,57","131,44","131,57","130,97","","0,67%"
"11.08.2011","130,95","131,96","131,96","130,94","","-0,47%"
"12.08.2011","131,20","130,74","131,20","130,74","","0,19%"
"15.08.2011","131,54","131,30","131,60","131,29","","0,26%"
"16.08.2011","131,46","131,51","131,63","131,46","","-0,06%"
"17.08.2011","131,72","131,31","131,72","131,20","","0,20%"
"18.08.2011","131,62","131,81","131,81","131,62","","-0,08%"
"19.08.2011","131,16","131,71","131,71","131,09","","-0,35%"
"22.08.2011","131,31","131,15","131,31","131,13","","0,11%"
"23.08.2011","131,45","131,40","131,56","131,31","","0,11%"
"24.08.2011","131,29","131,56","131,56","131,22","","-0,12%"
"25.08.2011","131,13","131,33","131,44","131,12","","-0,12%"
"26.08.2011","131,08","131,14","131,14","131,04","","-0,04%"
"29.08.2011","131,34","131,18","131,44","131,18","","0,20%"
"30.08.2011","131,54","131,44","131,83","131,44","","0,15%"
"31.08.2011","131,57","131,54","131,99","131,45","","0,02%"
"01.09.2011","131,45","131,60","131,63","131,44","","-0,09%"
"02.09.2011","131,55","131,53","131,90","131,38","","0,08%"
"05.09.2011","131,19","131,57","131,57","131,18","","-0,27%"
"06.09.2011","131,24","131,23","131,24","131,13","","0,04%"
"07.09.2011","131,28","131,32","131,41","131,26","","0,03%"
"08.09.2011","131,41","131,28","131,42","131,28","","0,10%"
"09.09.2011","131,33","131,42","131,46","131,33","","-0,06%"
"12.09.2011","131,30","131,43","131,43","131,27","","-0,02%"
"13.09.2011","131,19","131,14","131,32","131,14","","-0,08%"
"14.09.2011","131,03","131,26","131,26","131,03","","-0,12%"
"15.09.2011","130,50","130,99","130,99","130,45","","-0,40%"
"16.09.2011","130,44","130,51","130,60","130,44","","-0,05%"
"19.09.2011","129,84","130,47","130,48","129,84","","-0,46%"
"20.09.2011","129,36","129,96","129,96","129,30","","-0,37%"
"21.09.2011","129,55","129,66","129,86","129,55","","0,15%"
"22.09.2011","128,72","129,57","129,59","128,72","","-0,64%"
"23.09.2011","127,39","128,58","129,01","127,39","","-1,03%"
"26.09.2011","126,35","128,06","128,06","126,31","","-0,82%"
"27.09.2011","126,84","127,52","127,78","126,36","","0,39%"
"28.09.2011","128,19","127,17","128,24","127,17","","1,06%"
"29.09.2011","128,26","127,88","128,38","127,88","","0,05%"
"30.09.2011","128,65","128,40","128,92","128,00","","0,30%"
"03.10.2011","127,60","128,54","128,54","127,60","","-0,82%"
"04.10.2011","126,69","128,34","128,27","126,66","","-0,71%"
"05.10.2011","126,61","126,82","127,39","126,54","","-0,06%"
"06.10.2011","127,41","126,67","127,68","126,94","","0,63%"
"07.10.2011","127,90","128,17","128,25","127,62","","0,38%"
"10.10.2011","128,27","127,93","128,27","127,93","","0,29%"
"11.10.2011","128,43","128,34","128,66","128,34","","0,12%"
"12.10.2011","128,61","128,42","128,61","128,42","","0,14%"
"13.10.2011","128,34","128,61","128,72","128,34","","-0,21%"
"14.10.2011","128,34","128,36","128,39","128,26","","0,00%"
"17.10.2011","128,49","128,37","128,52","128,37","","0,12%"
"18.10.2011","128,05","128,96","128,96","128,04","","-0,34%"
"19.10.2011","128,24","128,11","128,24","128,07","","0,15%"
"20.10.2011","128,12","128,27","128,27","128,10","","-0,09%"
"21.10.2011","128,16","128,02","128,16","128,00","","0,03%"
"24.10.2011","128,37","128,17","128,37","128,16","","0,16%"
"25.10.2011","128,62","128,38","128,63","128,38","","0,19%"
"26.10.2011","128,77","128,63","128,77","128,57","","0,12%"
"27.10.2011","129,71","128,77","129,71","128,76","","0,73%"
"28.10.2011","130,05","129,59","130,28","129,52","","0,26%"
"31.10.2011","129,52","130,01","130,08","129,52","","-0,41%"
"01.11.2011","128,87","129,54","129,74","128,87","","-0,50%"
"02.11.2011","128,94","128,86","128,94","128,73","","0,05%"
"03.11.2011","129,07","128,95","129,07","128,85","","0,10%"
"07.11.2011","129,18","129,09","129,29","129,06","","0,09%"
"08.11.2011","129,26","129,19","129,29","129,18","","0,06%"
"09.11.2011","129,33","129,21","129,43","129,21","","0,05%"
"10.11.2011","128,93","129,23","129,23","128,83","","-0,31%"
"11.11.2011","129,01","128,93","129,03","128,93","","0,06%"
"14.11.2011","129,13","129,10","129,33","129,10","","0,09%"
"15.11.2011","128,81","128,66","129,07","128,62","","-0,25%"
"16.11.2011","128,79","128,76","128,91","128,76","","-0,02%"
"17.11.2011","128,64","128,70","128,83","128,64","","-0,12%"
"18.11.2011","128,55","128,71","128,71","128,45","","-0,07%"
"21.11.2011","128,39","128,63","128,73","128,38","","-0,12%"
"22.11.2011","128,36","128,39","128,46","128,35","","-0,02%"
"23.11.2011","128,19","128,55","128,55","128,19","","-0,13%"
"24.11.2011","128,21","128,19","128,24","128,15","","0,02%"
"25.11.2011","128,11","128,25","128,29","128,11","","-0,08%"
"28.11.2011","128,27","128,12","128,30","128,12","","0,12%"
"29.11.2011","128,41","128,44","128,47","128,33","","0,11%"
"30.11.2011","128,74","128,60","128,93","128,60","","0,26%"
"01.12.2011","129,17","128,67","129,18","128,63","","0,33%"
"02.12.2011","129,39","129,06","129,39","128,94","","0,17%"
"05.12.2011","129,49","129,33","129,52","129,29","","0,08%"
"06.12.2011","129,58","129,65","129,72","129,56","","0,07%"
"07.12.2011","129,66","129,59","129,68","129,54","","0,06%"
"08.12.2011","129,52","129,61","129,68","129,52","","-0,11%"
"09.12.2011","129,32","129,50","129,50","129,29","","-0,15%"
"12.12.2011","129,14","129,22","129,32","129,14","","-0,14%"
"13.12.2011","129,01","129,19","129,19","128,72","","-0,10%"
"14.12.2011","128,93","129,18","129,18","128,93","","-0,06%"
"15.12.2011","128,92","129,02","129,13","128,92","","-0,01%"
"16.12.2011","128,90","128,90","128,92","128,83","","-0,02%"
"19.12.2011","128,81","128,94","128,94","128,77","","-0,07%"
"20.12.2011","128,95","128,81","128,95","128,76","","0,11%"
"21.12.2011","128,80","128,95","128,97","128,76","","-0,12%"
"22.12.2011","128,85","128,83","128,87","128,72","","0,04%"
"23.12.2011","128,91","128,86","128,91","128,79","","0,05%"
"26.12.2011","129,00","128,91","129,00","128,91","","0,07%"
"27.12.2011","128,97","129,00","129,00","128,93","","-0,02%"
"28.12.2011","129,05","128,95","129,05","128,95","","0,06%"
"29.12.2011","129,05","129,03","129,05","128,99","","0,00%"
"30.12.2011","129,12","129,12","129,15","129,02","","0,05%"
"03.01.2012","129,10","129,10","129,16","129,08","","-0,02%"
