Дата,RGBi
2014-02-06,131.37
2014-02-07,131.42
2014-02-10,131.45
2014-02-11,131.4
2014-02-12,131.45
2014-02-13,131.2
2014-02-14,131.13
2014-02-17,131.21
2014-02-18,131.0
2014-02-19,130.33
2014-02-20,130.2
2014-02-21,130.23
2014-02-24,130.45
2014-02-25,130.45
2014-02-26,129.78
2014-02-27,129.85
2014-02-28,129.87
2014-03-03,128.17
2014-03-04,127.87
2014-03-05,128.27
2014-03-06,127.75
2014-03-07,127.36
2014-03-11,126.87
2014-03-12,125.06
2014-03-13,124.25
2014-03-14,123.4
2014-03-17,124.39
2014-03-18,124.66
2014-03-19,124.9
2014-03-20,124.71
2014-03-21,124.22
2014-03-24,124.4
2014-03-25,125.15
2014-03-26,125.96
2014-03-27,125.67
2014-03-28,125.74
2014-03-31,126.83
2014-04-01,127.51
2014-04-02,126.38
2014-04-03,126.41
2014-04-04,126.89
2014-04-07,126.61
2014-04-08,126.82
2014-04-09,126.9
2014-04-10,127.14
2014-04-11,127.2
2014-04-14,126.47
2014-04-15,126.4
2014-04-16,125.8
2014-04-17,126.02
2014-04-18,126.78
2014-04-21,126.8
2014-04-22,126.74
2014-04-23,126.1
2014-04-24,126.22
2014-04-25,124.37
2014-04-28,123.63
2014-04-29,124.06
2014-04-30,124.35
2014-05-02,124.66
2014-05-05,124.28
2014-05-06,124.25
2014-05-07,125.03
2014-05-08,125.94
2014-05-12,125.91
2014-05-13,125.9
2014-05-14,125.91
2014-05-15,126.17
2014-05-16,125.91
2014-05-19,125.94
2014-05-20,126.22
2014-05-21,126.73
2014-05-22,126.81
2014-05-23,127.05
2014-05-26,127.39
2014-05-27,127.01
2014-05-28,126.82
2014-05-29,127.23
2014-05-30,127.38
2014-06-02,127.56
2014-06-03,127.43
2014-06-04,127.6
2014-06-05,127.94
2014-06-06,128.22
2014-06-09,128.52
2014-06-10,128.38
2014-06-11,128.26
2014-06-16,127.6
2014-06-17,127.43
2014-06-18,127.63
2014-06-19,127.96
2014-06-20,128.14
2014-06-23,128.22
2014-06-24,128.38
2014-06-25,128.5
2014-06-26,128.66
2014-06-27,128.78
2014-06-30,128.5
2014-07-01,128.48
2014-07-02,128.44
2014-07-03,128.46
2014-07-04,128.42
2014-07-07,128.22
2014-07-08,128.34
2014-07-09,128.31
2014-07-10,128.02
2014-07-11,127.75
2014-07-14,127.65
2014-07-15,127.5
2014-07-16,127.57
2014-07-17,126.28
2014-07-18,125.88
2014-07-21,125.52
2014-07-22,125.68
2014-07-23,126.02
2014-07-24,125.75
2014-07-25,124.74
2014-07-28,124.17
2014-07-29,123.65
2014-07-30,123.64
2014-07-31,123.75
2014-08-01,123.21
2014-08-04,123.01
2014-08-05,122.41
2014-08-06,121.94
2014-08-07,121.71
2014-08-08,121.74
2014-08-11,122.91
2014-08-12,123.3
2014-08-13,123.46
2014-08-14,124.11
2014-08-15,124.43
2014-08-18,124.42
2014-08-19,123.9
2014-08-20,123.98
2014-08-21,124.03
2014-08-22,124.18
2014-08-25,124.07
2014-08-26,124.28
2014-08-27,124.25
2014-08-28,123.2
2014-08-29,122.47
2014-09-01,121.67
2014-09-02,121.85
2014-09-03,122.82
2014-09-04,123.62
2014-09-05,123.73
2014-09-08,123.29
2014-09-09,123.55
2014-09-10,122.96
2014-09-11,122.72
2014-09-12,122.75
2014-09-15,122.58
2014-09-16,122.47
2014-09-17,123.03
2014-09-18,123.37
2014-09-19,123.19
2014-09-22,123.42
2014-09-23,124.07
2014-09-24,124.44
2014-09-25,124.75
2014-09-26,124.32
2014-09-29,124.32
2014-09-30,124.42
2014-10-01,124.12
2014-10-02,124.26
2014-10-03,123.76
2014-10-06,123.39
2014-10-07,123.38
2014-10-08,122.95
2014-10-09,122.9
2014-10-10,122.32
2014-10-13,122.61
2014-10-14,122.01
2014-10-15,122.03
2014-10-16,122.0
2014-10-17,122.01
2014-10-20,122.26
2014-10-21,122.15
2014-10-22,122.35
2014-10-23,122.02
2014-10-24,121.85
2014-10-27,121.81
2014-10-28,121.45
2014-10-29,121.04
2014-10-30,120.9
2014-10-31,121.22
2014-11-03,121.04
2014-11-05,121.07
2014-11-06,121.03
2014-11-07,120.59
2014-11-10,121.25
2014-11-11,120.78
2014-11-12,120.58
2014-11-13,120.52
2014-11-14,120.02
2014-11-17,120.0
2014-11-18,119.78
2014-11-19,119.68
2014-11-20,119.75
2014-11-21,120.07
2014-11-24,120.42
2014-11-25,119.72
2014-11-26,119.4
2014-11-27,119.34
2014-11-28,118.76
2014-12-01,116.98
2014-12-02,117.54
2014-12-03,116.49
2014-12-04,116.43
2014-12-05,114.27
2014-12-08,111.44
2014-12-09,108.95
2014-12-10,110.38
2014-12-11,110.69
2014-12-12,108.91
2014-12-15,107.43
2014-12-16,97.86
2014-12-17,102.75
2014-12-18,104.97
2014-12-19,104.01
2014-12-22,106.62
2014-12-23,105.52
2014-12-24,105.27
2014-12-25,105.25
2014-12-26,106.16
2014-12-29,105.05
2014-12-30,105.36
2015-01-05,104.98
2015-01-06,104.54
2015-01-08,103.7
2015-01-09,104.47
2015-01-12,101.47
2015-01-13,99.17
2015-01-14,99.49
2015-01-15,102.43
2015-01-16,103.61
2015-01-19,103.5
2015-01-20,103.7
2015-01-21,103.65
2015-01-22,104.14
2015-01-23,105.02
2015-01-26,103.59
2015-01-27,103.38
2015-01-28,103.82
2015-01-29,103.22
2015-01-30,104.87
2015-02-02,105.82
2015-02-03,107.13
2015-02-04,106.63
2015-02-05,107.29
2015-02-06,108.54
2015-02-09,108.79
2015-02-10,108.6
2015-02-11,108.47
2015-02-12,108.65
2015-02-13,109.58
2015-02-16,111.07
2015-02-17,111.39
2015-02-18,112.17
2015-02-19,112.02
2015-02-20,110.87
2015-02-24,108.89
2015-02-25,108.75
2015-02-26,108.8
2015-02-27,107.78
2015-03-02,106.7
2015-03-03,107.07
2015-03-04,108.08
2015-03-05,108.84
2015-03-06,109.35
2015-03-10,109.1
2015-03-11,109.01
2015-03-12,109.29
2015-03-13,109.46
2015-03-16,108.64
2015-03-17,108.46
2015-03-18,108.7
2015-03-19,108.79
2015-03-20,109.65
2015-03-23,110.42
2015-03-24,110.98
2015-03-25,112.27
2015-03-26,113.73
2015-03-27,113.82
2015-03-30,113.65
2015-03-31,112.87
2015-04-01,113.74
2015-04-02,114.23
2015-04-03,114.09
2015-04-06,114.25
2015-04-07,114.44
2015-04-08,114.78
2015-04-09,115.78
2015-04-10,116.95
2015-04-13,117.21
2015-04-14,117.29
2015-04-15,119.03
2015-04-16,119.26
2015-04-17,118.51
2015-04-20,117.98
2015-04-21,117.36
2015-04-22,116.74
2015-04-23,116.78
2015-04-24,117.39
2015-04-27,117.33
2015-04-28,117.12
2015-04-29,117.87
2015-04-30,119.02
2015-05-05,119.86
2015-05-06,120.4
2015-05-07,120.39
2015-05-08,120.15
2015-05-12,119.89
2015-05-13,119.98
2015-05-14,119.79
2015-05-15,119.76
2015-05-18,120.0
2015-05-19,120.18
2015-05-20,119.85
2015-05-21,120.44
2015-05-22,120.57
2015-05-25,120.65
2015-05-26,120.23
2015-05-27,119.78
2015-05-28,119.64
2015-05-29,119.74
2015-06-01,119.54
2015-06-02,119.8
2015-06-03,119.66
2015-06-04,118.73
2015-06-05,118.27
2015-06-08,118.4
2015-06-09,118.7
2015-06-10,119.37
2015-06-11,119.46
2015-06-15,119.43
2015-06-16,118.81
2015-06-17,118.58
2015-06-18,118.54
2015-06-19,118.46
2015-06-22,118.96
2015-06-23,118.83
2015-06-24,119.32
2015-06-25,118.83
2015-06-26,118.53
2015-06-29,118.11
2015-06-30,118.48
2015-07-01,118.73
2015-07-02,118.66
2015-07-03,118.7
2015-07-06,118.35
2015-07-07,117.86
2015-07-08,118.02
2015-07-09,118.43
2015-07-10,118.98
2015-07-13,119.19
2015-07-14,119.34
2015-07-15,120.13
2015-07-16,120.76
2015-07-17,121.82
2015-07-20,121.43
2015-07-21,120.95
2015-07-22,121.12
2015-07-23,120.77
2015-07-24,120.49
2015-07-27,119.7
2015-07-28,118.81
2015-07-29,120.12
2015-07-30,120.24
2015-07-31,120.15
2015-08-03,119.79
2015-08-04,119.71
2015-08-05,119.86
2015-08-06,119.48
2015-08-07,119.34
2015-08-10,119.4
2015-08-11,119.41
2015-08-12,119.19
2015-08-13,119.27
2015-08-14,119.11
2015-08-17,118.84
2015-08-18,118.68
2015-08-19,118.68
2015-08-20,117.44
2015-08-21,116.37
2015-08-24,114.61
2015-08-25,115.53
2015-08-26,115.9
2015-08-27,116.45
2015-08-28,116.44
2015-08-31,116.66
2015-09-01,116.6
2015-09-02,116.34
2015-09-03,116.45
2015-09-04,116.82
2015-09-07,116.29
2015-09-08,116.44
2015-09-09,116.71
2015-09-10,116.62
2015-09-11,116.73
2015-09-14,116.82
2015-09-15,117.32
2015-09-16,117.81
2015-09-17,117.85
2015-09-18,117.94
2015-09-21,118.54
2015-09-22,118.73
2015-09-23,118.69
2015-09-24,118.45
2015-09-25,118.62
2015-09-28,118.43
2015-09-29,118.48
2015-09-30,118.86
2015-10-01,119.32
2015-10-02,119.11
2015-10-05,119.73
2015-10-06,120.68
2015-10-07,122.05
2015-10-08,121.65
2015-10-09,122.43
2015-10-12,122.16
2015-10-13,121.97
2015-10-14,122.16
2015-10-15,122.92
2015-10-16,123.52
2015-10-19,123.79
2015-10-20,123.66
2015-10-21,123.58
2015-10-22,123.86
2015-10-23,124.48
2015-10-26,124.46
2015-10-27,124.19
2015-10-28,124.44
2015-10-29,124.31
2015-10-30,124.23
2015-11-02,124.25
2015-11-03,124.98
2015-11-05,125.93
2015-11-06,125.41
2015-11-09,125.35
2015-11-10,125.59
2015-11-11,126.27
2015-11-12,125.46
2015-11-13,125.19
2015-11-16,125.08
2015-11-17,125.52
2015-11-18,125.81
2015-11-19,126.11
2015-11-20,126.91
2015-11-23,126.1
2015-11-24,125.36
2015-11-25,125.2
2015-11-26,125.63
2015-11-27,125.3
2015-11-30,125.55
2015-12-01,125.75
2015-12-02,125.81
2015-12-03,125.63
2015-12-04,125.65
2015-12-07,125.23
2015-12-08,124.91
2015-12-09,125.03
2015-12-10,125.32
2015-12-11,125.33
2015-12-14,124.58
2015-12-15,124.85
2015-12-16,124.56
2015-12-17,125.07
2015-12-18,125.16
2015-12-21,125.09
2015-12-22,124.98
2015-12-23,124.92
2015-12-24,125.34
2015-12-25,125.59
2015-12-28,125.66
2015-12-29,125.97
2015-12-30,126.13
2016-01-04,126.32
2016-01-05,126.65
2016-01-06,126.74
2016-01-11,125.05
2016-01-12,123.54
2016-01-13,123.43
2016-01-14,122.89
2016-01-15,122.39
2016-01-18,121.92
2016-01-19,122.78
2016-01-20,121.78
2016-01-21,121.02
2016-01-22,122.2
2016-01-25,122.44
2016-01-26,122.71
2016-01-27,123.46
2016-01-28,124.5
2016-01-29,124.3
2016-02-01,123.84
2016-02-02,123.28
2016-02-03,123.65
2016-02-04,124.18
2016-02-05,124.03
2016-02-08,123.99
2016-02-09,123.52
2016-02-10,123.74
2016-02-11,123.74
2016-02-12,123.65
2016-02-15,124.4
2016-02-16,124.26
2016-02-17,124.29
2016-02-18,124.98
2016-02-19,125.22
2016-02-20,125.26
2016-02-22,125.5
2016-02-24,125.59
2016-02-25,126.44
2016-02-26,126.9
2016-02-29,126.87
2016-03-01,127.78
2016-03-02,128.27
2016-03-03,128.43
2016-03-04,128.83
2016-03-07,129.0
2016-03-09,129.02
2016-03-10,128.89
2016-03-11,128.6
2016-03-14,128.14
2016-03-15,127.94
2016-03-16,128.02
2016-03-17,129.05
2016-03-18,129.79
2016-03-21,129.68
2016-03-22,129.72
2016-03-23,129.53
2016-03-24,128.76
2016-03-25,129.2
2016-03-28,129.16
2016-03-29,128.9
2016-03-30,129.37
2016-03-31,129.42
2016-04-01,129.57
2016-04-04,129.47
2016-04-05,129.17
2016-04-06,129.19
2016-04-07,128.85
2016-04-08,129.0
2016-04-11,129.16
2016-04-12,129.28
2016-04-13,129.28
2016-04-14,129.18
2016-04-15,129.22
2016-04-18,129.01
2016-04-19,129.47
2016-04-20,129.67
2016-04-21,129.67
2016-04-22,129.47
2016-04-25,129.29
2016-04-26,129.28
2016-04-27,129.42
2016-04-28,129.79
2016-04-29,130.41
2016-05-04,130.2
2016-05-05,130.28
2016-05-06,130.29
2016-05-10,130.21
2016-05-11,130.63
2016-05-12,130.92
2016-05-13,130.95
2016-05-16,131.13
2016-05-17,131.01
2016-05-18,130.83
2016-05-19,129.98
2016-05-20,130.61
2016-05-23,130.52
2016-05-24,130.54
2016-05-25,130.79
2016-05-26,130.66
2016-05-27,130.55
2016-05-30,130.57
2016-05-31,130.6
2016-06-01,130.33
2016-06-02,130.03
2016-06-03,130.21
2016-06-06,130.99
2016-06-07,131.28
2016-06-08,131.42
2016-06-09,131.07
2016-06-10,131.64
2016-06-14,131.14
2016-06-15,131.23
2016-06-16,131.13
2016-06-17,131.3
2016-06-20,131.7
2016-06-21,131.82
2016-06-22,131.91
2016-06-23,132.02
2016-06-24,131.33
2016-06-27,132.01
2016-06-28,132.26
2016-06-29,132.5
2016-06-30,132.78
2016-07-01,133.31
2016-07-04,132.98
2016-07-05,132.64
2016-07-06,132.31
2016-07-07,132.64
2016-07-08,132.31
2016-07-11,132.41
2016-07-12,132.68
2016-07-13,132.49
2016-07-14,132.69
2016-07-15,132.63
2016-07-18,132.37
2016-07-19,132.35
2016-07-20,132.3
2016-07-21,132.22
2016-07-22,132.02
2016-07-25,132.1
2016-07-26,131.9
2016-07-27,132.05
2016-07-28,132.23
2016-07-29,132.51
2016-08-01,132.68
2016-08-02,132.52
2016-08-03,132.33
2016-08-04,132.47
2016-08-05,132.96
2016-08-08,133.02
2016-08-09,133.2
2016-08-10,133.42
2016-08-11,133.34
2016-08-12,133.26
2016-08-15,133.25
2016-08-16,133.29
2016-08-17,133.12
2016-08-18,133.27
2016-08-19,133.54
2016-08-22,133.2
2016-08-23,133.34
2016-08-24,133.29
2016-08-25,133.45
2016-08-26,133.57
2016-08-29,133.58
2016-08-30,133.7
2016-08-31,133.91
2016-09-01,134.08
2016-09-02,134.33
2016-09-05,134.58
2016-09-06,134.7
2016-09-07,135.2
2016-09-08,135.58
2016-09-09,135.26
2016-09-12,134.9
2016-09-13,134.98
2016-09-14,134.88
2016-09-15,134.99
2016-09-16,134.54
2016-09-19,134.14
2016-09-20,133.68
2016-09-21,134.38
2016-09-22,134.85
2016-09-23,134.56
2016-09-26,134.35
2016-09-27,134.31
2016-09-28,134.26
2016-09-29,134.66
2016-09-30,134.56
2016-10-03,135.07
2016-10-04,134.95
2016-10-05,134.74
2016-10-06,134.41
2016-10-07,134.18
2016-10-10,134.01
2016-10-11,133.84
2016-10-12,133.7
2016-10-13,133.37
2016-10-14,133.55
2016-10-17,133.09
2016-10-18,132.88
2016-10-19,133.39
2016-10-20,133.47
2016-10-21,133.67
2016-10-24,133.71
2016-10-25,133.56
2016-10-26,133.41
2016-10-27,133.15
2016-10-28,132.83
2016-10-31,132.77
2016-11-01,132.76
2016-11-02,132.47
2016-11-03,132.53
2016-11-07,133.03
2016-11-08,133.3
2016-11-09,133.16
2016-11-10,132.77
2016-11-11,131.72
2016-11-14,131.48
2016-11-15,131.99
2016-11-16,131.79
2016-11-17,132.04
2016-11-18,132.01
2016-11-21,132.29
2016-11-22,132.37
2016-11-23,132.04
2016-11-24,132.09
2016-11-25,131.81
2016-11-28,131.85
2016-11-29,131.8
2016-11-30,131.74
2016-12-01,132.08
2016-12-02,132.14
2016-12-05,132.26
2016-12-06,132.48
2016-12-07,132.91
2016-12-08,133.19
2016-12-09,133.47
2016-12-12,133.94
2016-12-13,133.95
2016-12-14,134.21
2016-12-15,133.92
2016-12-16,134.03
2016-12-19,134.0
2016-12-20,134.01
2016-12-21,133.94
2016-12-22,134.04
2016-12-23,134.22
2016-12-26,134.09
2016-12-27,134.25
2016-12-28,134.36
2016-12-29,134.74
2016-12-30,134.72
2017-01-03,134.89
2017-01-04,135.31
2017-01-05,135.33
2017-01-06,135.47
2017-01-09,135.62
2017-01-10,135.99
2017-01-11,136.05
2017-01-12,136.41
2017-01-13,136.51
2017-01-16,136.37
2017-01-17,136.54
2017-01-18,136.42
2017-01-19,136.18
2017-01-20,136.28
2017-01-23,136.25
2017-01-24,136.09
2017-01-25,135.68
2017-01-26,135.0
2017-01-27,135.49
2017-01-30,135.68
2017-01-31,135.69
2017-02-01,135.82
2017-02-02,136.07
2017-02-03,136.0
2017-02-06,135.94
2017-02-07,135.68
2017-02-08,135.64
2017-02-09,135.73
2017-02-10,135.87
2017-02-13,135.97
2017-02-14,135.94
2017-02-15,135.61
2017-02-16,135.36
2017-02-17,134.95
2017-02-20,135.04
2017-02-21,135.1
2017-02-22,134.95
2017-02-24,135.09
2017-02-27,134.92
2017-02-28,134.71
2017-03-01,134.8
2017-03-02,134.52
2017-03-03,134.75
2017-03-06,135.03
2017-03-07,135.16
2017-03-09,135.0
2017-03-10,135.33
2017-03-13,135.48
2017-03-14,135.56
2017-03-15,135.86
2017-03-16,136.22
2017-03-17,136.32
2017-03-20,136.49
2017-03-21,136.5
2017-03-22,136.21
2017-03-23,136.32
2017-03-24,136.51
2017-03-27,136.52
2017-03-28,136.53
2017-03-29,136.49
2017-03-30,136.84
2017-03-31,136.77
2017-04-03,136.7
2017-04-04,136.58
2017-04-05,136.94
2017-04-06,137.06
2017-04-07,136.84
2017-04-10,136.43
2017-04-11,136.4
2017-04-12,136.16
2017-04-13,136.3
2017-04-14,136.53
2017-04-17,136.6
2017-04-18,136.53
2017-04-19,136.79
2017-04-20,137.04
2017-04-21,137.65
2017-04-24,138.17
2017-04-25,138.0
2017-04-26,137.92
2017-04-27,137.85
2017-04-28,138.34
2017-05-02,138.45
2017-05-03,138.5
2017-05-04,138.14
2017-05-05,137.57
2017-05-10,137.96
2017-05-11,138.47
2017-05-12,138.58
2017-05-15,138.68
2017-05-16,138.6
2017-05-17,138.38
2017-05-18,138.0
2017-05-19,138.51
2017-05-22,138.7
2017-05-23,138.67
2017-05-24,138.48
2017-05-25,138.4
2017-05-26,138.07
2017-05-29,138.19
2017-05-30,138.09
2017-05-31,138.0
2017-06-01,138.21
2017-06-02,138.39
2017-06-05,138.43
2017-06-06,138.4
2017-06-07,138.49
2017-06-08,138.33
2017-06-09,138.53
2017-06-13,138.65
2017-06-14,138.51
2017-06-15,138.11
2017-06-16,137.69
2017-06-19,137.18
2017-06-20,137.2
2017-06-21,137.33
2017-06-22,137.54
2017-06-23,137.85
2017-06-26,138.11
2017-06-27,137.98
2017-06-28,137.76
2017-06-29,137.86
2017-06-30,137.82
2017-07-03,137.84
2017-07-04,137.89
2017-07-05,137.54
2017-07-06,137.19
2017-07-07,136.94
2017-07-10,137.15
2017-07-11,136.97
2017-07-12,137.21
2017-07-13,137.37
2017-07-14,137.63
2017-07-17,137.71
2017-07-18,137.67
2017-07-19,137.61
2017-07-20,137.62
2017-07-21,137.86
2017-07-24,137.24
2017-07-25,137.26
2017-07-26,137.42
2017-07-27,137.72
2017-07-28,137.68
2017-07-31,137.6
2017-08-01,137.61
2017-08-02,137.52
2017-08-03,137.7
2017-08-04,138.05
2017-08-07,138.2
2017-08-08,138.04
2017-08-09,138.04
2017-08-10,138.19
2017-08-11,138.09
2017-08-14,138.32
2017-08-15,138.25
2017-08-16,138.29
2017-08-17,138.36
2017-08-18,138.4
2017-08-21,138.4
2017-08-22,138.38
2017-08-23,138.45
2017-08-24,138.44
2017-08-25,138.41
2017-08-28,138.43
2017-08-29,138.25
2017-08-30,138.37
2017-08-31,138.62
2017-09-01,139.06
2017-09-04,139.12
2017-09-05,139.32
2017-09-06,139.88
2017-09-07,140.02
2017-09-08,140.01
2017-09-11,139.98
2017-09-12,139.87
2017-09-13,139.84
2017-09-14,139.91
2017-09-15,139.96
2017-09-18,139.84
2017-09-19,139.73
2017-09-20,139.88
2017-09-21,139.79
2017-09-22,139.86
2017-09-25,139.79
2017-09-26,139.58
2017-09-27,139.12
2017-09-28,139.48
2017-09-29,139.66
2017-10-02,139.54
2017-10-03,139.5
2017-10-04,139.69
2017-10-05,139.98
2017-10-06,139.94
2017-10-09,139.82
2017-10-10,140.0
2017-10-11,140.24
2017-10-12,140.46
2017-10-13,140.7
2017-10-16,140.62
2017-10-17,140.43
2017-10-18,140.58
2017-10-19,140.59
2017-10-20,140.53
2017-10-23,140.53
2017-10-24,140.47
2017-10-25,140.43
2017-10-26,140.37
2017-10-27,140.1
2017-10-30,140.24
2017-10-31,140.16
2017-11-01,140.21
2017-11-02,140.22
2017-11-03,140.14
2017-11-07,140.13
2017-11-08,139.91
2017-11-09,139.91
2017-11-10,139.9
2017-11-13,139.6
2017-11-14,139.49
2017-11-15,139.54
2017-11-16,139.72
2017-11-17,139.9
2017-11-20,139.86
2017-11-21,139.83
2017-11-22,140.03
2017-11-23,140.17
2017-11-24,140.18
2017-11-27,140.26
2017-11-28,140.37
2017-11-29,140.47
2017-11-30,140.38
2017-12-01,140.51
2017-12-04,140.41
2017-12-05,140.56
2017-12-06,140.57
2017-12-07,140.66
2017-12-08,140.7
2017-12-11,140.72
2017-12-12,140.77
2017-12-13,140.69
2017-12-14,140.74
2017-12-15,141.03
2017-12-18,141.09
2017-12-19,141.15
2017-12-20,141.33
2017-12-21,141.36
2017-12-22,141.35
2017-12-25,141.43
2017-12-26,141.4
2017-12-27,141.41
2017-12-28,141.44
2017-12-29,141.49
2018-01-03,141.77
2018-01-04,141.91
2018-01-05,141.96
2018-01-09,142.07
2018-01-10,142.33
2018-01-11,142.04
2018-01-12,142.2
2018-01-15,142.45
2018-01-16,142.35
2018-01-17,142.13
2018-01-18,142.24
2018-01-19,142.31
2018-01-22,142.34
2018-01-23,142.28
2018-01-24,142.44
2018-01-25,142.54
2018-01-26,142.34
2018-01-29,142.2
2018-01-30,142.67
2018-01-31,143.13
2018-02-01,143.25
2018-02-02,143.39
2018-02-05,143.44
2018-02-06,143.31
2018-02-07,143.86
2018-02-08,143.71
2018-02-09,143.83
2018-02-12,143.88
2018-02-13,143.86
2018-02-14,143.93
2018-02-15,144.09
2018-02-16,144.49
2018-02-19,144.55
2018-02-20,144.41
2018-02-21,144.58
2018-02-22,144.57
2018-02-26,145.04
2018-02-27,144.77
2018-02-28,144.72
2018-03-01,144.61
2018-03-02,144.46
2018-03-05,144.47
2018-03-06,144.62
2018-03-07,144.71
2018-03-09,144.86
2018-03-12,144.72
2018-03-13,144.71
2018-03-14,144.66
2018-03-15,144.41
2018-03-16,144.37
2018-03-19,144.38
2018-03-20,144.6
2018-03-21,144.9
2018-03-22,145.15
2018-03-23,145.24
2018-03-26,145.12
2018-03-27,144.94
2018-03-28,144.86
2018-03-29,144.89
2018-03-30,144.98
2018-04-02,145.01
2018-04-03,144.86
2018-04-04,144.9
2018-04-05,144.94
2018-04-06,144.82
2018-04-09,143.71
2018-04-10,141.65
2018-04-11,141.17
2018-04-12,142.5
2018-04-13,142.15
2018-04-16,141.82
2018-04-17,142.37
2018-04-18,142.49
2018-04-19,142.88
2018-04-20,142.89
2018-04-23,142.83
2018-04-24,143.09
2018-04-25,142.99
2018-04-26,142.78
2018-04-27,143.02
2018-04-30,143.14
2018-05-02,143.12
2018-05-03,142.84
2018-05-04,142.77
2018-05-07,142.78
2018-05-08,142.69
2018-05-10,142.72
2018-05-11,142.86
2018-05-14,142.72
2018-05-15,142.65
2018-05-16,142.46
2018-05-17,142.54
2018-05-18,142.5
2018-05-21,142.38
2018-05-22,142.52
2018-05-23,142.64
2018-05-24,142.83
2018-05-25,142.75
2018-05-28,142.7
2018-05-29,142.57
2018-05-30,142.6
2018-05-31,142.55
2018-06-01,142.62
2018-06-04,142.72
2018-06-05,142.51
2018-06-06,142.43
2018-06-07,142.12
2018-06-08,141.63
2018-06-09,141.67
2018-06-11,141.72
2018-06-13,141.38
2018-06-14,141.44
2018-06-15,141.01
2018-06-18,139.64
2018-06-19,138.8
2018-06-20,139.9
2018-06-21,140.0
2018-06-22,140.16
2018-06-25,140.21
2018-06-26,139.96
2018-06-27,139.46
2018-06-28,139.54
2018-06-29,139.98
2018-07-02,140.03
2018-07-03,139.94
2018-07-04,139.92
2018-07-05,140.03
2018-07-06,140.09
2018-07-09,140.35
2018-07-10,140.53
2018-07-11,140.63
2018-07-12,140.83
2018-07-13,140.9
2018-07-16,140.87
2018-07-17,140.38
2018-07-18,140.04
2018-07-19,139.8
2018-07-20,139.86
2018-07-23,139.84
2018-07-24,139.81
2018-07-25,139.53
2018-07-26,139.61
2018-07-27,139.45
2018-07-30,139.56
2018-07-31,139.72
2018-08-01,139.67
2018-08-02,139.14
2018-08-03,138.82
2018-08-06,138.68
2018-08-07,138.57
2018-08-08,137.72
2018-08-09,136.69
2018-08-10,136.18
2018-08-13,135.61
2018-08-14,135.55
2018-08-15,135.14
2018-08-16,134.73
2018-08-17,134.17
2018-08-20,133.86
2018-08-21,134.16
2018-08-22,134.44
2018-08-23,133.97
2018-08-24,134.09
2018-08-27,134.08
2018-08-28,134.11
2018-08-29,133.96
2018-08-30,133.83
2018-08-31,134.05
2018-09-03,134.16
2018-09-04,133.63
2018-09-05,132.83
2018-09-06,131.97
2018-09-07,131.11
2018-09-10,130.52
2018-09-11,131.72
2018-09-12,132.92
2018-09-13,133.47
2018-09-14,133.12
2018-09-17,132.7
2018-09-18,133.17
2018-09-19,133.77
2018-09-20,134.06
2018-09-21,134.14
2018-09-24,134.47
2018-09-25,134.41
2018-09-26,134.41
2018-09-27,134.65
2018-09-28,135.09
2018-10-01,135.21
2018-10-02,135.36
2018-10-03,135.04
2018-10-04,134.25
2018-10-05,133.87
2018-10-08,133.19
2018-10-09,133.1
2018-10-10,133.34
2018-10-11,133.06
2018-10-12,133.43
2018-10-15,133.76
2018-10-16,134.46
2018-10-17,134.49
2018-10-18,134.31
2018-10-19,134.28
2018-10-22,134.79
2018-10-23,134.68
2018-10-24,134.46
2018-10-25,134.26
2018-10-26,134.2
2018-10-29,134.43
2018-10-30,134.3
2018-10-31,134.3
2018-11-01,134.25
2018-11-02,134.31
2018-11-06,134.22
2018-11-07,134.06
2018-11-08,133.47
2018-11-09,132.77
2018-11-12,132.32
2018-11-13,132.5
2018-11-14,133.69
2018-11-15,133.71
2018-11-16,134.76
2018-11-19,134.0
2018-11-20,133.76
2018-11-21,133.74
2018-11-22,133.82
2018-11-23,133.49
2018-11-26,132.74
2018-11-27,133.25
2018-11-28,133.27
2018-11-29,133.87
2018-11-30,133.95
2018-12-03,134.39
2018-12-04,134.3
2018-12-05,133.89
2018-12-06,133.74
2018-12-07,133.94
2018-12-10,134.08
2018-12-11,133.93
2018-12-12,133.95
2018-12-13,133.94
2018-12-14,133.81
2018-12-17,133.71
2018-12-18,133.5
2018-12-19,133.34
2018-12-20,133.83
2018-12-21,133.68
2018-12-24,133.87
2018-12-25,133.64
2018-12-26,133.77
2018-12-27,134.09
2018-12-28,134.18
2018-12-29,134.31
2019-01-03,134.41
2019-01-04,134.52
2019-01-08,134.59
2019-01-09,135.27
2019-01-10,135.54
2019-01-11,135.94
2019-01-14,135.81
2019-01-15,136.15
2019-01-16,136.51
2019-01-17,136.32
2019-01-18,136.4
2019-01-21,136.46
2019-01-22,136.28
2019-01-23,136.26
2019-01-24,136.44
2019-01-25,136.41
2019-01-28,136.29
2019-01-29,136.11
2019-01-30,136.31
2019-01-31,137.15
2019-02-01,137.12
2019-02-04,137.05
2019-02-05,137.19
2019-02-06,137.26
2019-02-07,136.97
2019-02-08,136.94
2019-02-11,136.96
2019-02-12,136.76
2019-02-13,136.56
2019-02-14,135.54
2019-02-15,136.12
2019-02-18,136.24
2019-02-19,136.07
2019-02-20,135.99
2019-02-21,136.14
2019-02-22,136.18
